from_postcode,BR68ND,CR77YE,E111NR,E11FR,E138SL,E96SR,EN53DJ,HA13UJ,KT27QB,N181QX,NW12BU,NW32QG,RM70AG,SE136LH,SE17EH,SE59RS,SM51AA,SW109NH,SW170QT,TW76AF,UB83NN,W68RF
Brent 026E,43.9103,28.2653,30.247,22.3202,29.0997,23.2589,21.4858,4.7978,18.774,21.903,15.645,14.4977,43.5974,29.0997,18.6697,21.903,26.8051,14.2891,22.6331,12.7246,17.0009,13.2461
Brent 027A,36.9222,24.5105,28.6825,17.3138,24.0933,18.2525,19.9213,10.7429,20.4428,20.2342,10.5343,9.4913,41.9286,23.989,13.3504,16.688,28.3696,10.43,18.6697,14.3934,19.817,9.2827
Brent 027D,44.5361,28.8911,27.7438,17.3138,24.0933,27.3266,18.9826,9.6999,19.3998,19.3998,10.5343,11.9945,41.0942,23.989,13.4547,16.688,27.3266,14.9149,23.1546,13.3504,18.774,13.7676
Brent 027E,41.0942,25.3449,30.247,19.3998,26.1793,20.4428,21.4858,9.8042,19.3998,21.7987,12.7246,14.3934,43.4931,26.1793,15.8536,18.9826,27.4309,11.3687,19.7127,13.4547,18.774,10.3257
Brent 027F,44.0146,28.3696,28.161,22.4245,29.204,27.7438,19.3998,9.2827,18.8783,19.817,15.7493,12.3074,41.5114,29.204,18.8783,22.0073,26.9094,14.3934,22.7374,12.8289,18.2525,13.3504
Brent 028A,32.7502,21.5901,26.8051,13.1418,19.9213,14.0805,18.0439,12.9332,22.6331,18.4611,6.4666,4.3806,40.1555,19.817,9.2827,12.6203,24.1976,9.8042,18.5654,19.817,25.1363,9.6999
Brent 028B,33.1674,22.0073,27.7438,13.4547,20.3385,14.4977,18.9826,12.0988,22.946,19.3998,6.7795,4.6935,41.0942,20.2342,9.6999,12.9332,24.5105,10.1171,18.8783,18.9826,24.4062,10.0128
Brent 028C,32.9588,21.7987,27.3266,13.3504,20.1299,14.2891,18.5654,12.516,22.7374,18.9826,6.5709,4.4849,40.677,20.0256,9.4913,12.7246,24.4062,9.9085,18.774,19.3998,24.8234,9.8042
Brent 028D,32.333,21.1729,27.3266,12.7246,19.5041,13.6633,18.5654,13.0375,22.2159,18.9826,5.9451,3.9634,32.5416,19.3998,8.8655,12.0988,23.7804,9.387,18.1482,19.9213,25.3449,9.2827
Brent 028E,32.5416,21.3815,27.6395,12.9332,19.7127,13.9762,18.8783,13.3504,19.817,19.2955,6.258,4.172,32.7502,19.6084,9.0741,12.4117,23.989,9.5956,18.3568,18.9826,25.1363,9.0741
Brent 029A,42.1372,26.4922,30.4556,20.5471,27.3266,21.4858,21.6944,5.6322,17.0009,22.1116,13.7676,14.602,43.806,27.3266,16.8966,20.1299,24.9277,12.516,20.86,10.9515,16.3751,11.3687
Brent 029B,42.8673,27.118,29.4126,21.1729,27.9524,22.2159,20.6514,5.4236,17.6267,20.9643,14.4977,13.559,42.6587,27.9524,17.6267,20.7557,25.6578,13.1418,21.4858,11.6816,17.0009,12.0988
Brent 029C,42.8673,27.2223,31.1857,21.1729,28.0567,22.2159,22.4245,5.1107,17.731,22.7374,14.4977,15.3321,44.4318,28.0567,17.6267,20.7557,25.6578,13.1418,21.4858,11.6816,15.1235,12.0988
Brent 029D,43.1802,27.5352,29.6212,21.5901,28.3696,22.5288,20.86,5.7365,18.0439,21.2772,14.8106,13.8719,42.9716,28.3696,17.9396,21.0686,25.9707,13.559,21.7987,11.9945,17.4181,12.4117
Brent 029E,43.9103,28.2653,30.6642,22.3202,29.0997,23.2589,21.903,5.6322,18.774,22.3202,15.5407,14.8106,44.0146,29.0997,18.6697,21.7987,26.7008,14.2891,22.5288,12.7246,18.1482,13.1418
Brent 030A,35.1491,23.989,26.9094,15.5407,22.3202,16.4794,18.0439,10.8472,19.817,18.4611,8.8655,6.4666,40.1555,22.2159,11.6816,15.0192,23.4675,9.2827,17.8353,17.731,23.0503,9.0741
Brent 030B,34.0018,22.8417,27.2223,14.3934,21.1729,15.4364,18.4611,11.473,20.5471,18.8783,7.7182,5.6322,40.5727,21.0686,10.5343,13.8719,25.4492,11.0558,19.817,18.3568,23.7804,9.8042
Brent 030C,35.2534,24.0933,27.2223,15.645,22.4245,16.5837,18.4611,11.0558,19.817,18.774,8.8655,7.0924,40.4684,22.3202,11.7859,15.0192,23.4675,9.2827,17.8353,17.9396,23.3632,9.0741
Brent 030D,34.9405,23.7804,27.6395,15.3321,22.1116,16.2708,18.774,11.473,19.5041,19.1912,8.5526,6.7795,40.8856,22.0073,11.473,14.7063,23.1546,8.9698,17.5224,16.5837,22.0073,8.7612
Brent 030E,34.3147,23.1546,27.9524,14.7063,21.4858,15.645,19.1912,11.7859,18.9826,19.5041,8.0311,6.258,41.1985,21.3815,10.8472,14.1848,22.6331,8.4483,17.0009,18.6697,24.0933,8.2397
Brent 031A,35.8792,23.4675,28.4739,16.2708,23.0503,17.2095,19.7127,10.6386,20.2342,20.0256,9.4913,8.6569,41.72,22.946,12.4117,15.645,23.3632,9.387,17.731,14.1848,19.6084,8.344
Brent 031B,35.7749,23.3632,28.4739,16.1665,22.946,17.1052,19.7127,10.6386,20.2342,20.0256,9.387,8.5526,41.72,22.8417,12.3074,15.5407,23.2589,9.2827,17.6267,14.1848,19.6084,8.1354
Brent 031C,35.7749,24.9277,29.204,16.1665,22.946,17.1052,20.4428,11.3687,20.9643,20.7557,9.387,8.5526,42.4501,22.8417,12.3074,15.5407,24.9277,10.9515,19.2955,14.9149,20.3385,9.9085
Brent 031E,35.3577,22.946,29.0997,15.7493,22.5288,16.688,20.3385,11.2644,20.86,20.6514,8.9698,8.1354,42.3458,22.4245,11.8902,15.1235,23.7804,9.1784,18.1482,14.8106,20.2342,8.0311
Brent 031F,34.9405,22.5288,29.5169,15.3321,22.1116,16.2708,20.7557,11.6816,21.2772,21.0686,8.5526,7.7182,42.763,22.0073,11.473,14.7063,23.3632,8.6569,17.731,15.2278,20.6514,7.6139
Brent 031G,35.1491,22.7374,29.204,15.5407,22.3202,16.5837,20.4428,11.3687,21.0686,20.86,8.8655,7.9268,42.5544,22.2159,11.6816,15.0192,23.6761,9.4913,18.0439,15.0192,20.3385,8.1354
Brent 031H,35.7749,24.9277,29.204,16.1665,22.946,17.1052,20.4428,11.3687,20.9643,20.7557,9.387,8.5526,42.4501,22.8417,12.3074,15.5407,24.9277,10.9515,19.2955,14.9149,20.3385,9.9085
Brent 032A,33.4803,21.0686,29.4126,13.8719,20.6514,14.8106,20.6514,13.0375,18.2525,21.0686,7.1967,6.258,33.6889,20.5471,10.0128,13.3504,21.903,7.7182,16.2708,16.688,22.0073,7.6139
Brent 032B,33.1674,22.1116,28.0567,13.559,20.3385,14.602,19.2955,12.4117,19.817,19.6084,6.8838,5.1107,41.3028,20.3385,9.6999,13.0375,24.6148,10.2214,18.9826,19.2955,24.7191,9.0741
Brent 032C,33.4803,22.3202,28.6825,13.8719,20.6514,14.8106,19.817,12.516,18.774,20.2342,7.0924,5.3193,41.9286,20.5471,10.0128,13.2461,22.4245,8.2397,16.7923,19.3998,24.7191,8.1354
Brent 032D,32.8545,21.6944,28.2653,13.2461,20.0256,14.1848,19.5041,12.9332,19.3998,19.9213,6.4666,4.6935,32.9588,19.9213,9.387,12.6203,24.3019,9.9085,18.6697,18.5654,24.7191,8.7612
Brent 032E,33.5846,22.4245,28.4739,13.9762,20.7557,14.9149,19.7127,12.3074,18.1482,20.1299,7.1967,5.4236,33.6889,20.6514,10.1171,13.3504,21.7987,7.6139,16.1665,17.3138,23.4675,7.4053
Brent 033A,34.7319,22.4245,28.0567,15.1235,21.903,16.1665,19.2955,12.2031,18.4611,19.7127,8.4483,7.5096,41.4071,21.7987,11.2644,14.602,23.2589,9.0741,17.6267,15.8536,21.2772,7.7182
Brent 033B,34.1061,21.7987,28.7868,14.4977,21.2772,15.5407,20.0256,12.4117,18.9826,20.3385,7.8225,6.8838,42.1372,21.1729,10.6386,13.9762,22.6331,8.4483,17.0009,15.9579,21.3815,8.2397
Brent 033C,34.0018,21.5901,29.3083,14.3934,21.1729,15.3321,20.5471,12.9332,18.774,20.86,7.6139,6.7795,34.1061,21.0686,10.5343,13.7676,22.4245,8.2397,16.7923,16.4794,21.903,8.0311
Brent 033D,35.0448,22.6331,29.6212,15.4364,22.2159,16.3751,19.6084,11.7859,21.3815,21.1729,8.7612,7.8225,42.8673,22.1116,11.5773,14.9149,23.4675,9.2827,17.8353,15.3321,20.7557,8.0311
Brent 033E,34.3147,23.1546,28.161,14.7063,21.4858,15.645,19.3998,11.9945,18.8783,19.7127,8.0311,6.258,41.4071,21.3815,10.8472,14.1848,22.6331,8.4483,16.8966,16.4794,21.7987,8.2397
Brent 033F,34.1061,22.946,28.8911,14.4977,21.2772,15.4364,20.0256,12.7246,18.774,20.4428,7.8225,6.0494,42.1372,21.1729,10.6386,13.9762,22.4245,8.2397,16.7923,17.9396,23.989,8.0311
Brent 034A,32.4373,21.2772,29.7255,12.8289,19.6084,13.8719,20.9643,17.0009,19.0869,21.3815,6.1537,4.3806,32.6459,19.5041,8.9698,12.3074,21.4858,7.301,15.8536,17.1052,25.9707,7.6139
Brent 034B,32.1244,20.9643,27.8481,12.516,19.2955,13.4547,18.9826,13.559,21.903,19.3998,5.7365,3.7548,32.2287,19.1912,8.6569,11.8902,23.5718,9.1784,17.9396,18.4611,25.7621,9.0741
Brent 034C,32.4373,21.2772,29.7255,12.8289,19.6084,13.8719,20.9643,13.6633,20.2342,21.3815,6.1537,4.3806,32.6459,19.5041,8.9698,12.3074,23.8847,9.4913,18.2525,18.2525,24.7191,8.7612
Brent 034D,32.0201,20.9643,29.3083,12.4117,19.1912,13.4547,20.5471,13.9762,19.5041,20.9643,5.7365,3.9634,32.2287,19.1912,8.5526,11.8902,23.4675,9.0741,17.8353,17.4181,25.032,8.0311
Bromley 001A,11.1601,18.0439,22.1116,15.3321,15.2278,17.3138,43.3888,40.4684,29.6212,30.8728,22.2159,25.4492,28.161,7.9268,15.9579,13.6633,24.6148,22.2159,22.0073,33.7932,45.892,24.3019
Bromley 001B,10.7429,17.5224,22.5288,15.7493,15.5407,17.731,43.806,40.7813,30.0384,31.29,22.6331,25.8664,28.5782,8.344,16.3751,14.0805,25.032,22.6331,22.4245,34.2104,46.3092,24.7191
Bromley 001C,10.1171,17.0009,22.8417,16.0622,15.9579,18.1482,44.1189,41.1985,30.3513,31.6029,22.946,26.1793,28.8911,8.6569,16.688,14.3934,25.3449,22.946,22.7374,34.5233,46.6221,25.032
Bromley 001D,9.8042,16.5837,23.989,17.2095,17.0009,19.1912,45.2662,42.3458,31.4986,32.7502,24.0933,27.3266,30.0384,9.8042,17.8353,15.5407,25.6578,24.0933,23.8847,35.6706,47.7694,26.1793
Bromley 001E,9.2827,16.1665,23.6761,17.0009,16.7923,18.9826,44.9533,42.0329,31.1857,32.4373,23.8847,27.118,29.7255,9.4913,17.5224,15.2278,25.2406,23.7804,23.5718,35.3577,47.4565,25.9707
Bromley 001F,9.387,16.1665,24.0933,17.4181,17.2095,19.3998,45.3705,42.4501,31.6029,32.8545,24.1976,27.4309,30.1427,9.9085,17.9396,15.645,25.2406,24.1976,23.989,35.7749,47.8737,26.2836
Bromley 002A,9.1784,17.3138,26.4922,19.7127,19.6084,21.7987,47.7694,44.849,34.0018,35.2534,26.5965,29.8298,32.5416,12.3074,20.3385,18.0439,26.075,26.5965,26.3879,38.1738,50.2726,28.6825
Bromley 002B,9.0741,17.2095,24.0933,17.3138,17.1052,19.2955,45.3705,42.3458,31.6029,32.8545,24.1976,27.4309,30.1427,9.9085,17.9396,15.645,25.9707,24.0933,23.989,35.7749,47.8737,26.2836
Bromley 002C,9.2827,17.5224,23.989,17.2095,17.1052,19.2955,45.2662,42.3458,31.4986,32.7502,24.0933,27.3266,30.0384,9.8042,17.8353,15.5407,26.1793,24.0933,23.8847,35.6706,47.7694,26.1793
Bromley 002D,8.5526,16.7923,24.4062,17.6267,17.4181,19.6084,45.6834,42.6587,31.9158,33.1674,24.5105,27.7438,30.4556,10.2214,18.2525,15.9579,25.4492,24.4062,24.1976,36.0878,48.1866,26.5965
Bromley 002E,9.9085,16.3751,23.6761,16.8966,16.688,18.8783,44.9533,41.9286,31.1857,32.4373,23.7804,27.0137,29.7255,9.4913,17.5224,15.2278,25.4492,23.7804,23.5718,35.3577,47.4565,25.8664
Bromley 004A,12.2031,6.5709,28.3696,21.6944,21.4858,23.6761,39.9469,31.8115,22.2159,37.1308,17.9396,23.3632,34.5233,6.5709,14.2891,9.5956,15.1235,15.2278,12.3074,27.8481,39.9469,18.3568
Bromley 004B,12.516,6.8838,29.0997,22.3202,22.1116,24.3019,39.5297,31.4986,21.903,37.8609,17.6267,22.946,35.1491,7.301,13.9762,9.1784,15.4364,14.9149,11.8902,27.4309,39.634,18.0439
Bromley 004C,12.6203,7.0924,27.4309,20.6514,20.4428,22.6331,39.8426,31.7072,22.8417,36.1921,17.8353,23.2589,33.4803,5.5279,14.1848,8.0311,15.645,15.1235,12.8289,27.7438,39.8426,18.2525
Bromley 004D,12.6203,7.301,26.4922,19.817,19.6084,21.7987,40.4684,32.333,23.6761,35.2534,18.8783,23.8847,32.6459,4.6935,15.2278,8.6569,15.8536,15.7493,13.7676,28.3696,40.4684,18.9826
Bromley 004E,11.9945,6.5709,27.7438,20.9643,20.86,23.0503,40.1555,32.1244,22.946,36.505,18.2525,23.5718,33.7932,5.9451,14.602,9.8042,15.1235,15.5407,12.9332,28.161,40.2598,18.6697
Bromley 005A,12.9332,6.6752,29.3083,22.6331,22.4245,24.6148,40.4684,32.333,20.9643,38.0695,18.4611,23.8847,35.462,7.5096,14.8106,8.7612,13.559,15.7493,10.9515,28.3696,40.4684,18.9826
Bromley 005B,12.8289,5.1107,29.7255,19.1912,22.7374,24.9277,39.9469,31.9158,20.4428,38.4867,18.0439,23.3632,35.7749,7.9268,14.3934,8.2397,13.1418,15.3321,10.43,27.9524,40.0512,18.4611
Bromley 005C,12.9332,6.7795,29.204,22.5288,22.3202,24.5105,40.5727,32.4373,20.9643,37.9652,18.5654,23.989,35.2534,7.4053,14.9149,9.387,13.6633,15.8536,11.0558,28.4739,40.5727,18.9826
Bromley 005D,12.9332,7.4053,28.161,21.3815,21.1729,23.3632,38.591,30.4556,20.7557,36.9222,16.5837,22.0073,34.2104,6.258,12.9332,8.2397,14.0805,13.8719,11.473,26.4922,38.591,17.1052
Bromley 005E,13.559,5.7365,29.6212,18.6697,22.6331,24.8234,39.4254,31.29,19.817,38.3824,17.4181,22.8417,35.6706,7.8225,13.7676,8.0311,12.516,14.7063,9.9085,27.3266,39.4254,17.8353
Bromley 006A,10.5343,7.8225,28.4739,21.6944,21.4858,23.6761,41.72,33.6889,24.1976,37.2351,20.7557,25.1363,34.5233,6.5709,17.1052,11.3687,15.5407,17.1052,14.1848,29.6212,41.8243,20.2342
Bromley 006B,9.9085,9.2827,27.2223,20.4428,20.2342,22.4245,42.4501,35.1491,25.6578,35.9835,19.5041,25.8664,33.2717,5.3193,15.8536,13.559,16.3751,18.5654,15.7493,31.1857,43.2845,21.6944
Bromley 006C,10.0128,7.9268,27.7438,20.9643,20.7557,22.946,41.9286,33.7932,24.4062,36.505,20.0256,25.3449,33.7932,5.9451,16.4794,11.5773,16.2708,17.2095,14.3934,29.8298,41.9286,20.3385
Bromley 006D,10.1171,8.2397,27.8481,21.0686,20.86,23.0503,43.0759,34.1061,24.7191,36.6093,20.1299,26.4922,33.8975,6.0494,16.5837,11.8902,15.4364,17.5224,14.7063,30.1427,42.2415,20.7557
Bromley 006E,10.5343,9.1784,27.0137,20.2342,20.0256,22.2159,42.3458,33.6889,23.989,35.7749,19.2955,25.7621,33.0631,5.215,15.7493,10.0128,17.0009,17.1052,15.645,29.7255,41.8243,20.2342
Bromley 007A,6.9881,14.1848,25.6578,18.9826,18.774,20.9643,46.935,44.0146,30.8728,34.419,25.8664,29.0997,31.8115,9.1784,19.5041,17.2095,22.946,23.989,20.6514,37.3394,49.4382,27.9524
Bromley 007B,6.258,14.8106,27.0137,20.2342,20.0256,22.2159,48.2909,45.2662,31.4986,35.7749,27.118,30.3513,33.0631,9.8042,20.86,18.5654,22.946,24.6148,21.2772,38.6953,50.7941,29.204
Bromley 007C,8.6569,15.4364,24.4062,17.731,17.5224,19.7127,45.6834,42.763,31.9158,33.1674,24.6148,27.7438,30.4556,10.2214,18.2525,15.9579,24.5105,24.5105,24.3019,36.0878,48.1866,26.7008
Bromley 007D,8.8655,15.7493,25.4492,18.6697,18.4611,20.6514,46.7264,43.7017,32.9588,34.2104,25.5535,28.7868,31.4986,11.2644,19.2955,17.0009,24.8234,25.4492,25.2406,37.0265,49.2296,27.6395
Bromley 007E,8.0311,16.1665,25.6578,18.9826,18.774,20.9643,46.935,44.0146,33.1674,34.419,25.7621,28.9954,31.7072,11.473,19.5041,17.2095,24.9277,25.7621,25.5535,37.3394,49.4382,27.8481
Bromley 007F,7.4053,15.2278,26.2836,19.5041,19.3998,21.5901,47.5608,44.6404,31.9158,35.0448,26.3879,29.6212,32.333,10.2214,20.1299,17.8353,23.989,26.3879,21.6944,37.9652,50.064,28.4739
Bromley 008A,7.0924,11.6816,25.7621,19.0869,18.8783,21.0686,43.1802,37.4437,27.7438,34.5233,20.2342,26.5965,31.9158,6.0494,16.5837,14.2891,18.774,20.86,18.0439,33.4803,45.5791,24.0933
Bromley 008B,6.258,11.7859,25.3449,18.6697,18.4611,20.6514,46.6221,38.0695,28.3696,34.1061,20.86,27.2223,31.3943,6.6752,17.2095,14.9149,18.8783,21.4858,18.1482,34.1061,46.2049,24.7191
Bromley 008C,7.5096,13.0375,24.9277,18.1482,17.9396,20.1299,46.2049,38.591,28.7868,33.6889,21.2772,27.6395,30.9771,7.0924,17.6267,15.3321,20.2342,22.0073,19.5041,34.5233,46.7264,25.1363
Bromley 008D,7.1967,12.0988,25.1363,18.3568,18.1482,20.3385,43.0759,37.3394,27.6395,33.8975,20.1299,26.4922,31.1857,5.9451,16.4794,14.1848,19.1912,20.7557,20.0256,33.376,45.4748,23.989
Bromley 008E,6.6752,12.2031,27.5352,20.7557,20.5471,22.7374,48.8124,38.591,28.8911,36.2964,21.3815,27.7438,33.5846,7.1967,17.731,15.4364,19.3998,22.0073,18.6697,34.6276,46.7264,25.1363
Bromley 008F,6.6752,11.6816,24.9277,18.1482,17.9396,20.1299,46.2049,37.6523,27.8481,33.6889,20.3385,26.7008,30.9771,6.1537,16.688,14.3934,18.8783,21.0686,18.1482,33.5846,45.7877,24.1976
Bromley 008G,6.5709,12.6203,27.0137,20.2342,20.0256,22.2159,48.2909,39.0082,29.204,35.7749,21.6944,28.0567,33.0631,7.5096,18.0439,15.7493,21.903,22.4245,18.9826,34.9405,47.1436,25.5535
Bromley 009A,11.9945,5.8408,29.8298,19.9213,22.946,25.1363,40.677,32.5416,21.0686,38.591,18.6697,24.0933,35.8792,8.0311,15.0192,8.9698,14.3934,15.9579,11.1601,28.5782,40.677,19.0869
Bromley 009B,12.2031,4.6935,29.4126,22.7374,22.5288,24.7191,41.5114,33.376,19.9213,38.1738,19.6084,24.9277,35.5663,7.6139,15.8536,10.2214,13.2461,16.7923,11.9945,29.4126,41.5114,20.0256
Bromley 009C,12.6203,6.3623,29.4126,22.7374,22.5288,24.7191,39.9469,31.8115,21.5901,38.1738,17.9396,23.3632,35.462,7.6139,14.2891,9.5956,14.9149,15.2278,11.5773,27.8481,39.9469,18.3568
Bromley 009D,11.9945,5.9451,28.161,21.3815,21.1729,23.3632,40.2598,32.1244,22.3202,36.9222,18.3568,23.6761,34.2104,6.3623,14.602,9.9085,14.4977,15.5407,12.3074,28.161,40.2598,18.774
Bromley 009E,11.9945,5.8408,29.6212,22.946,22.7374,24.9277,40.1555,32.0201,21.6944,38.3824,18.1482,23.5718,35.6706,7.8225,14.4977,9.8042,14.3934,15.4364,11.6816,28.0567,40.1555,18.5654
Bromley 009F,11.9945,6.4666,28.2653,21.4858,21.2772,23.4675,39.5297,31.4986,21.903,37.0265,17.6267,22.946,34.3147,6.4666,13.9762,9.1784,15.0192,14.9149,11.8902,27.5352,39.634,18.0439
Bromley 010A,8.8655,17.1052,26.2836,19.5041,19.2955,21.4858,47.5608,44.5361,33.7932,35.0448,26.3879,29.6212,32.333,12.0988,20.0256,17.731,25.7621,26.2836,26.075,37.8609,50.064,28.4739
Bromley 010B,7.0924,18.3568,27.7438,20.9643,20.7557,22.946,49.021,45.9963,35.2534,36.505,27.8481,31.0814,45.3705,13.559,21.5901,19.2955,26.7008,27.8481,27.6395,39.4254,51.5242,29.9341
Bromley 010C,7.9268,19.0869,29.204,22.4245,22.2159,24.4062,82.2927,47.4565,36.7136,37.9652,29.3083,32.5416,44.3275,15.0192,23.0503,20.7557,27.4309,29.204,29.0997,40.8856,52.9844,31.3943
Bromley 010D,7.8225,19.0869,28.8911,22.1116,21.903,24.0933,81.9798,47.1436,36.4007,37.6523,28.9954,32.2287,44.0146,14.7063,22.6331,20.3385,27.4309,28.8911,28.6825,40.4684,52.6715,31.0814
Bromley 011A,7.8225,12.4117,27.7438,20.9643,20.86,23.0503,43.0759,37.3394,27.6395,36.505,20.0256,26.4922,33.7932,5.9451,16.4794,14.1848,19.6084,20.7557,20.0256,33.376,45.4748,23.8847
Bromley 011B,7.5096,10.7429,26.8051,20.0256,19.9213,22.1116,44.7447,36.6093,27.2223,35.5663,21.6944,28.161,32.8545,7.6139,18.1482,15.8536,17.9396,20.0256,17.2095,32.6459,44.7447,23.1546
Bromley 011C,8.7612,9.5956,29.204,22.4245,22.2159,24.4062,44.4318,35.462,25.9707,37.9652,21.4858,27.8481,35.2534,7.301,17.8353,13.1418,16.688,18.8783,15.9579,31.4986,43.5974,22.0073
Bromley 011D,7.5096,9.9085,26.9094,20.2342,20.0256,22.2159,44.849,35.7749,26.3879,35.6706,21.903,28.2653,33.0631,7.7182,18.2525,15.9579,17.1052,19.1912,16.3751,31.8115,43.9103,22.4245
Bromley 011E,6.8838,11.2644,27.0137,20.2342,20.1299,22.3202,44.9533,36.7136,25.3449,35.7749,21.903,28.3696,33.0631,7.8225,18.3568,16.0622,17.2095,20.1299,17.2095,32.7502,44.849,23.2589
Bromley 012A,9.2827,9.0741,27.7438,21.0686,20.86,23.0503,43.0759,34.9405,25.4492,36.505,20.1299,26.4922,33.7932,5.9451,16.4794,14.1848,16.1665,18.3568,15.4364,30.8728,43.0759,21.4858
Bromley 012B,8.344,10.5343,27.6395,20.86,20.6514,22.8417,44.2232,36.4007,26.9094,36.4007,21.1729,27.6395,33.6889,7.0924,17.6267,15.3321,17.6267,19.817,16.8966,32.333,44.5361,22.946
Bromley 012C,8.5526,8.8655,28.4739,21.6944,21.4858,23.6761,43.7017,34.7319,25.2406,37.2351,20.7557,27.118,34.5233,6.6752,17.2095,12.516,15.9579,18.1482,15.3321,30.7685,42.8673,21.2772
Bromley 012D,9.5956,8.7612,28.4739,21.6944,21.4858,23.6761,43.7017,34.6276,25.1363,37.2351,20.7557,27.118,34.5233,6.5709,17.1052,12.3074,15.7493,18.0439,15.2278,30.6642,42.763,21.1729
Bromley 012E,9.387,9.2827,28.8911,22.1116,22.0073,24.0933,44.2232,35.1491,24.1976,37.6523,21.1729,27.6395,34.9405,7.0924,17.6267,12.9332,16.0622,18.5654,15.7493,31.1857,43.2845,21.6944
Bromley 013A,11.1601,7.301,29.6212,22.946,22.7374,24.9277,41.1985,33.1674,23.6761,38.3824,19.2955,24.6148,35.7749,7.8225,15.5407,10.8472,14.602,16.5837,13.6633,29.0997,41.3028,19.7127
Bromley 013B,11.0558,6.7795,29.5169,22.8417,22.6331,24.8234,40.7813,32.6459,23.1546,38.2781,18.774,24.1976,35.5663,7.7182,15.1235,10.43,15.3321,16.0622,13.2461,28.6825,40.7813,19.1912
Bromley 013C,10.6386,7.301,29.0997,22.3202,22.1116,24.3019,41.1985,33.1674,23.6761,37.8609,19.2955,24.6148,35.1491,7.1967,15.645,10.8472,15.0192,16.5837,13.6633,29.0997,41.3028,19.7127
Bromley 013D,10.3257,6.5709,30.4556,23.7804,23.5718,25.7621,42.4501,34.419,22.946,39.2168,20.5471,25.8664,36.6093,8.6569,16.8966,10.7429,13.6633,17.8353,12.9332,30.4556,42.5544,20.9643
Bromley 013E,11.8902,6.8838,28.9954,22.3202,22.1116,24.3019,40.7813,32.7502,23.2589,37.7566,18.8783,24.1976,35.0448,7.1967,15.1235,10.43,15.4364,16.1665,13.3504,28.6825,40.8856,19.2955
Bromley 014A,8.9698,20.1299,28.3696,21.5901,21.3815,23.5718,81.4583,46.6221,35.8792,37.1308,28.4739,31.7072,43.4931,14.1848,22.2159,19.9213,28.4739,28.4739,28.2653,40.0512,52.15,30.5599
Bromley 014B,8.1354,19.2955,30.0384,23.3632,23.1546,25.3449,83.2314,48.3952,37.548,38.7996,30.247,33.4803,45.2662,15.8536,23.8847,21.5901,27.6395,30.1427,29.9341,41.72,95.0173,32.333
Bromley 014C,8.7612,20.5471,28.161,21.3815,21.1729,23.3632,81.2497,46.4135,35.6706,36.9222,28.2653,31.4986,43.2845,13.9762,22.0073,19.7127,28.2653,28.2653,28.0567,39.8426,51.9414,30.3513
Bromley 014D,8.8655,20.9643,28.4739,21.7987,21.5901,23.7804,81.6669,46.8307,36.0878,37.2351,28.6825,31.9158,43.7017,14.3934,22.3202,20.0256,28.3696,28.5782,28.3696,40.1555,52.2543,30.7685
Bromley 014E,8.6569,19.6084,29.3083,22.6331,22.4245,24.6148,82.5013,47.6651,36.8179,38.0695,29.5169,32.7502,44.5361,15.1235,23.1546,20.86,28.161,29.4126,29.204,40.9899,94.7044,31.6029
Bromley 015A,11.1601,5.5279,28.9954,22.2159,22.0073,24.1976,41.4071,33.376,21.903,37.7566,19.5041,24.8234,35.0448,7.1967,15.8536,9.6999,14.0805,16.7923,11.8902,29.4126,41.5114,19.9213
Bromley 015B,11.2644,5.9451,30.1427,23.4675,23.2589,25.4492,41.9286,33.7932,22.3202,38.9039,19.9213,25.3449,36.1921,8.344,16.2708,10.2214,14.4977,17.2095,12.4117,29.8298,41.9286,20.3385
Bromley 015C,11.0558,5.9451,31.1857,24.5105,24.3019,26.4922,41.9286,33.7932,22.4245,39.9469,19.9213,25.3449,37.2351,9.387,16.2708,10.2214,14.3934,17.2095,12.4117,29.8298,41.9286,20.4428
Bromley 015D,12.2031,4.7978,29.5169,22.7374,22.5288,24.7191,41.5114,33.4803,19.9213,38.2781,19.6084,24.9277,35.5663,7.6139,15.9579,10.2214,13.3504,16.8966,11.9945,29.4126,41.6157,20.0256
Bromley 015E,11.7859,5.6322,28.4739,21.7987,21.5901,23.7804,40.5727,32.5416,22.0073,37.2351,18.6697,23.989,34.5233,6.6752,14.9149,10.2214,14.1848,15.9579,11.9945,28.4739,40.5727,19.0869
Bromley 016A,6.3623,12.8289,26.5965,19.9213,19.7127,21.903,47.978,39.2168,29.5169,35.3577,26.8051,30.0384,32.7502,7.8225,18.3568,16.0622,22.1116,22.6331,19.2955,35.2534,47.3522,25.7621
Bromley 016B,5.9451,13.2461,26.9094,20.1299,19.9213,22.1116,48.1866,45.1619,29.8298,35.6706,27.0137,30.247,32.9588,8.1354,18.6697,16.3751,21.7987,23.0503,19.6084,35.5663,47.7694,26.1793
Bromley 016C,5.7365,13.8719,27.2223,20.4428,20.3385,22.5288,48.4995,45.5791,30.5599,35.9835,27.3266,30.5599,33.2717,8.8655,19.3998,17.1052,21.5901,23.6761,20.3385,36.2964,48.3952,26.8051
Bromley 016D,6.8838,13.6633,25.7621,18.9826,18.8783,20.9643,47.0393,44.1189,30.247,34.5233,25.8664,29.0997,31.8115,8.5526,19.6084,17.3138,22.946,23.4675,20.0256,35.9835,48.1866,26.5965
